gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
AC097658.2,1,4,4,4,0,4,0,1.0,1.0,1.497337084343974,1.3366042394640667,1.497337084343974,2.0356645337159973,1.0465937083363892,sciplex3
LINC01787,1,4,4,4,0,4,0,1.0,1.0,1.4937121788238321,1.3698970146397937,1.4937121788238321,1.9742653607121825,1.0440600081092581,sciplex3
FAP,1,4,4,4,0,4,0,1.0,1.0,1.4906701124679105,1.5126195394780404,1.4906701124679105,1.7174184434963202,1.041933694975269,sciplex3
AC002398.1,1,4,4,4,0,4,0,1.0,1.0,1.486486346397927,1.4446851104194944,1.486486346397927,1.7450812953471047,1.039009367987192,sciplex3
AP003108.4,1,4,4,4,0,4,0,1.0,1.0,1.4852107587130505,1.4208106467728,1.4852107587130505,1.7085941825859254,1.0381177704575628,sciplex3
AF127577.3,1,4,4,4,0,0,4,1.0,1.0,-1.478635044187489,-1.453329102180481,1.478635044187489,1.6211919581284968,1.0335215432471185,sciplex3
SIGLEC14,1,4,4,0,4,4,0,1.0,1.0,1.4778066388420914,1.4272644785500184,1.4778066388420914,2.0750441447009615,1.032942512759254,norman
ITK,1,4,4,4,0,4,0,1.0,1.0,1.4764951329989127,1.2166298104191393,1.4764951329989127,2.30028881882291,1.0320258095143606,sciplex3
AL049840.1,1,4,4,4,0,4,0,1.0,1.0,1.4705502361660663,1.4543227457657664,1.4705502361660663,1.5735345803048846,1.0278705049493289,sciplex3
AC011416.4,1,4,4,4,0,0,4,1.0,1.0,-1.4630748546685794,-1.3701498350610797,1.4630748546685794,1.9283104546235725,1.0226454375116172,sciplex3
CEACAM19,1,4,4,4,0,0,4,1.0,1.0,-1.462602013103154,-1.4648738372853152,1.462602013103154,1.6588069570407753,1.0223149354405816,sciplex3
Y_RNA:636,1,4,4,4,0,4,0,1.0,1.0,1.4609656416808954,1.4367214017153107,1.4609656416808954,1.7108126367693561,1.02117116090047,sciplex3
CHRD,1,4,4,4,0,4,0,1.0,1.0,1.4598373396952307,1.46683867530893,1.4598373396952307,1.6236156568009434,1.0203825116566576,sciplex3
AL357140.4,1,4,4,4,0,4,0,1.0,1.0,1.458954811482794,1.2687375191486208,1.458954811482794,2.1977533446301747,1.019765650908184,sciplex3
AC003666.1,1,4,4,4,0,4,0,1.0,1.0,1.4584101207190927,1.4368082327350606,1.4584101207190927,1.5899504553664068,1.019384928402718,sciplex3
AL669970.1,1,4,4,4,0,4,0,1.0,1.0,1.4565683365252589,1.4362805427274232,1.4565683365252589,1.615403972762513,1.018097576496768,sciplex3
AC093726.1,1,4,4,4,0,4,0,1.0,1.0,1.4559805131828645,1.3914549658247672,1.4559805131828645,1.7547738643191064,1.0176867056125858,sciplex3
SPATA45,1,4,4,4,0,4,0,1.0,1.0,1.4559653280557585,1.3305122165563994,1.4559653280557585,1.8663070061194829,1.0176760916642267,sciplex3
BCL9P1,1,4,4,4,0,0,4,1.0,1.0,-1.4534174348947437,-1.4001278044468708,1.4534174348947437,1.6132863262383625,1.0158951907704243,sciplex3
RNU1-16P,1,4,4,4,0,4,0,1.0,1.0,1.4526153076316275,1.3415897599306754,1.4526153076316275,1.982193138279588,1.015334527873846,sciplex3
AC023024.1,1,4,4,4,0,0,4,1.0,1.0,-1.4328022682340023,-1.49067749614605,1.4328022682340023,1.49067749614605,1.0014858076401782,sciplex3
ANGPTL1,1,4,4,4,0,4,0,1.0,1.0,1.4312629293018875,1.3926022000126896,1.4312629293018875,1.5712124167545087,1.0004098559001233,sciplex3
AC010636.2,1,4,4,4,0,4,0,1.0,1.0,1.4307236803828975,1.4383894827102148,1.4307236803828975,1.5881197630836015,1.0000329370808787,sciplex3
AC008764.3,1,4,4,4,0,4,0,1.0,1.0,1.4293082731549926,1.3652690333561053,1.4293082731549926,1.718413349957007,0.9990436098846528,sciplex3
ZBP1,1,4,4,4,0,4,0,1.0,1.0,1.4278664797452543,1.3896258707990854,1.4278664797452543,1.6902953315160616,0.9980358395387964,sciplex3
HCRTR2,1,4,4,4,0,4,0,1.0,1.0,1.4276969863654332,1.4519809773673864,1.4276969863654332,1.5331194616082462,0.9979173687503679,sciplex3
AC018442.2,1,4,4,4,0,4,0,1.0,1.0,1.4246722583869902,1.3929101390990115,1.4246722583869902,1.5745604674662617,0.9958031746221603,sciplex3
AL161729.3,1,4,4,4,0,4,0,1.0,1.0,1.4243218332538412,1.3788636095565328,1.4243218332538412,1.6648433046607294,0.9955582379653237,sciplex3
ACTL10,1,4,4,4,0,0,4,1.0,1.0,-1.4177408878666355,-1.4970448862675512,1.4177408878666355,1.4970448862675512,0.9909583545394934,sciplex3
PCDHGB1,1,4,4,4,0,4,0,1.0,1.0,1.4177342868187905,1.3605144040197032,1.4177342868187905,1.7593924944592696,0.9909537406050526,sciplex3
AC053503.2,1,4,4,4,0,0,4,1.0,1.0,-1.417045665929368,-1.4783081636611233,1.417045665929368,1.4822822923062766,0.9904724152589871,sciplex3
SYNPR,1,4,4,4,0,4,0,1.0,1.0,1.405713859473649,1.377053815718536,1.405713859473649,1.6486329508802942,0.9825518224514982,sciplex3
MIR205HG,1,4,4,4,0,4,0,1.0,1.0,1.4056114888763216,1.4478029011935218,1.4056114888763216,1.4964239524429437,0.9824802684746404,sciplex3
OCIAD1-AS1,1,4,4,4,0,4,0,1.0,1.0,1.404841131948305,1.3592647061363312,1.404841131948305,1.594903566062471,0.9819418120893244,sciplex3
LINC00441,1,4,4,4,0,4,0,1.0,1.0,1.4039408273089125,1.4001353224662927,1.4039408273089125,1.5561891652419209,0.9813125261516245,sciplex3
DIO1,1,4,4,4,0,4,0,1.0,1.0,1.4038040734410717,1.4462320567209583,1.4038040734410717,1.5401960210571124,0.9812169393000268,sciplex3
AC016877.1,1,4,4,4,0,0,4,1.0,1.0,-1.4031849507559269,-1.415645234222001,1.4031849507559269,1.5501857073342566,0.9807841911141066,sciplex3
AC007376.2,1,4,4,4,0,4,0,1.0,1.0,1.3961264893815397,1.3646978845133853,1.3961264893815397,1.5850496009186832,0.9758505383366456,sciplex3
RNU1-83P,1,4,4,4,0,4,0,1.0,1.0,1.3925995956494737,1.4137711260608539,1.3925995956494737,1.5202661951892955,0.9733853454094508,sciplex3
AL139095.2,1,4,4,4,0,4,0,1.0,1.0,1.3914556583795104,1.424486654483855,1.3914556583795104,1.4506552061464584,0.9725857675709043,sciplex3
AC016888.1,1,4,4,4,0,4,0,1.0,1.0,1.3897497776522274,1.3219691561127809,1.3897497776522274,1.6975899640061545,0.9713934081115586,sciplex3
LINC01600,1,4,4,4,0,4,0,1.0,1.0,1.3891349186849409,1.4265888023099476,1.3891349186849409,1.5229561490399446,0.9709636401365284,sciplex3
TDRD10,1,4,4,4,0,4,0,1.0,1.0,1.3889704623369579,1.3505282704675645,1.3889704623369579,1.6261763805772087,0.9708486900822656,sciplex3
AC007878.1,1,4,4,4,0,4,0,1.0,1.0,1.388312615643842,1.393534861083953,1.388312615643842,1.6666075149278856,0.9703888749763259,sciplex3
AC016907.2,1,4,4,4,0,4,0,1.0,1.0,1.385076783878211,1.4169902506579204,1.385076783878211,1.4656059760268874,0.9681271256330722,sciplex3
CLIC5,1,4,4,4,0,4,0,1.0,1.0,1.3798966428859427,1.321812673298826,1.3798966428859427,1.59880709268501,0.9645063624612452,sciplex3
LINC02361,1,4,4,4,0,4,0,1.0,1.0,1.3782642074392064,1.366793218858547,1.3782642074392064,1.5921877350856044,0.9633653390499617,sciplex3
AC011939.1,1,4,4,4,0,4,0,1.0,1.0,1.378248006879664,1.3674126480627482,1.378248006879664,1.6246334245548575,0.9633540153447882,sciplex3
PCDHB12,1,4,4,4,0,0,4,1.0,1.0,-1.3778117577270386,-1.3564509698848437,1.3778117577270386,1.4822822923062766,0.9630490902726859,sciplex3
PLXDC1,1,4,4,4,0,4,0,1.0,1.0,1.3760232669568888,1.39453517629103,1.3760232669568888,1.5107404220009228,0.9617989888713194,sciplex3
AC004069.1,1,4,4,4,0,4,0,1.0,1.0,1.3730006824141432,1.3350524325482978,1.3730006824141432,1.660045025325885,0.9596862929403706,sciplex3
AC215219.1,1,4,4,4,0,4,0,1.0,1.0,1.3687346885562057,1.293585518207664,1.3687346885562057,1.7256196441402487,0.9567044911949906,sciplex3
AC073254.1,1,4,4,4,0,4,0,1.0,1.0,1.3680431429099473,1.3312815516441416,1.3680431429099473,1.5781677006845654,0.9562211215316267,sciplex3
FAM230C,1,4,4,4,0,0,4,1.0,1.0,-1.3669611720124302,-1.4001278044468708,1.3669611720124302,1.4001278044468708,0.9554648563286977,sciplex3
LINC00994,1,4,4,4,0,4,0,1.0,1.0,1.3653727353312288,1.3260608340477518,1.3653727353312288,1.608532007152799,0.9543545867347509,sciplex3
Y_RNA:575,1,4,4,4,0,4,0,1.0,1.0,1.3646720456789414,1.3602003349031166,1.3646720456789414,1.4617660172235791,0.9538648256854534,sciplex3
Gm40123,1,4,4,4,0,4,0,1.0,1.0,1.3626995678161935,1.4042578832145907,1.3626995678161935,1.504410372759957,0.9524861228251758,sciplex3
PPA2,1,4,4,4,0,0,4,1.0,1.0,-1.3622062004076199,-0.9499370580064188,1.3622062004076199,2.682031405726385,0.9521412738054659,replogle
AL391704.2,1,4,4,4,0,4,0,1.0,1.0,1.361906368746512,1.3360739120866985,1.361906368746512,1.5520433255360473,0.9519317004680012,sciplex3
AC092839.1,1,4,4,4,0,4,0,1.0,1.0,1.3606034483600618,1.3577141404254345,1.3606034483600618,1.448800420158382,0.9510209981998345,sciplex3
RBPMS-AS1,1,4,4,4,0,4,0,1.0,1.0,1.35919806183724,1.3098703966238796,1.35919806183724,1.5542941877637027,0.950038675175884,sciplex3
AC092656.1,1,4,4,4,0,4,0,1.0,1.0,1.358196814545928,1.3217595142060852,1.358196814545928,1.5608474456580892,0.9493388333523343,sciplex3
AL590652.1,1,4,4,4,0,4,0,1.0,1.0,1.356577250393966,1.3480222666194326,1.356577250393966,1.518252630266689,0.9482068065900149,sciplex3
CYP27A1,1,4,4,4,0,4,0,1.0,1.0,1.3551836325327422,1.4056880102062426,1.3551836325327422,1.5078391256417145,0.9472327095075126,sciplex3
SEL1L2,1,4,4,4,0,4,0,1.0,1.0,1.3535892918628103,1.3074307116689927,1.3535892918628103,1.5479704831641978,0.9461183132025373,sciplex3
Z83844.2,1,4,4,4,0,4,0,1.0,1.0,1.3520671069146424,1.3340034736275943,1.3520671069146424,1.5078391256417145,0.9450543515827161,sciplex3
AC092620.1,1,4,4,4,0,0,4,1.0,1.0,-1.3506694768068512,-1.3204223859808843,1.3506694768068512,1.4994540869420996,0.9440774500602132,sciplex3
AC024267.4,1,4,4,4,0,4,0,1.0,1.0,1.3506568818113882,1.264137734401435,1.3506568818113882,1.7006896649329966,0.9440686465361797,sciplex3
AL451042.1,1,4,4,4,0,4,0,1.0,1.0,1.3492588085386865,1.336502019585641,1.3492588085386865,1.436752611978521,0.9430914352546973,sciplex3
AL512328.1,1,4,4,4,0,4,0,1.0,1.0,1.3487523145986255,1.34783406383377,1.3487523145986255,1.4050001274527761,0.9427374111832167,sciplex3
AL031705.1,1,4,4,4,0,4,0,1.0,1.0,1.3360826710442046,1.272277380240525,1.3360826710442046,1.5608474456580892,0.9338817103730473,sciplex3
AC100835.1,1,4,4,4,0,0,4,1.0,1.0,-1.3357450795844432,-1.3395237886544757,1.3357450795844432,1.4238670209074713,0.9336457440689542,sciplex3
AC062028.1,1,4,4,4,0,4,0,1.0,1.0,1.3348448368302983,1.2803890795884756,1.3348448368302983,1.556105909178138,0.933016501387186,sciplex3
AL122035.2,1,4,4,4,0,4,0,1.0,1.0,1.3327850890241972,1.3190776710534005,1.3327850890241972,1.417266692007289,0.9315767994542244,sciplex3
CARMIL2,1,4,4,4,0,4,0,1.0,1.0,1.3199212939626497,1.3016498565709547,1.3199212939626497,1.4587656513826688,0.9225853925642769,sciplex3
AL049873.1,1,4,4,4,0,4,0,1.0,1.0,1.319551751080498,1.3180761814036355,1.319551751080498,1.4069906578878582,0.9223270931743369,sciplex3
AC004477.2,1,4,4,4,0,4,0,1.0,1.0,1.317825770066397,1.3342247379228085,1.317825770066397,1.375810169286616,0.9211206842174269,sciplex3
Y_RNA:732,1,4,4,4,0,4,0,1.0,1.0,1.3159096395925323,1.28299796575197,1.3159096395925323,1.444282015638141,0.9197813664918013,sciplex3
VN2R1P,1,4,4,4,0,4,0,1.0,1.0,1.3129572151050155,1.3057019179152791,1.3129572151050155,1.527248068162527,0.91771771033496,sciplex3
LINC01918,1,4,4,4,0,4,0,1.0,1.0,1.3098651214156327,1.320222984681517,1.3098651214156327,1.410944422028978,0.9155564295954847,sciplex3
CAV2,1,4,4,0,4,4,0,1.0,1.0,1.3095249303525032,1.2186184864558443,1.3095249303525032,2.26783988042056,0.915318646246614,norman
AC025946.1,1,4,4,4,0,4,0,1.0,1.0,1.3079074051552215,1.2964178003511568,1.3079074051552215,1.3891419623583081,0.9141880446524564,sciplex3
Melk,1,4,4,4,0,4,0,1.0,1.0,1.3023585859717945,1.3028367771766323,1.3023585859717945,1.3541087319736496,0.9103095864837566,sciplex3
AC092681.1,1,4,4,4,0,0,4,1.0,1.0,-1.3006846667461665,-1.3006846667461665,1.3006846667461665,1.3006846667461665,0.9091395671553613,sciplex3
AL137779.1,1,4,4,4,0,4,0,1.0,1.0,1.3000395788584505,1.3048992534178423,1.3000395788584505,1.4313538749193662,0.9086886700716872,sciplex3
SCARNA15:2,1,4,4,4,0,4,0,1.0,1.0,1.2998682529511019,1.2981816362588345,1.2998682529511019,1.335859160614755,0.9085689184014849,sciplex3
RGMB-AS1,1,4,4,4,0,4,0,1.0,1.0,1.2991772439046365,1.3164006090498126,1.2991772439046365,1.3419608235345635,0.9080859238052809,sciplex3
UNQ6494,1,4,4,4,0,4,0,1.0,1.0,1.2983784124633435,1.3424056176703139,1.2983784124633435,1.4036279453271425,0.9075275645892965,sciplex3
AL022069.1,1,4,4,4,0,4,0,1.0,1.0,1.294239210801207,1.3051469595162268,1.294239210801207,1.3970810607862225,0.9046343867855653,sciplex3
AC005076.1,1,4,4,4,0,4,0,1.0,1.0,1.2865127307017084,1.289043393011768,1.2865127307017084,1.3503443254572765,0.8992338089569165,sciplex3
AC234778.2,1,4,4,4,0,4,0,1.0,1.0,1.2844218966456975,1.2339750052382676,1.2844218966456975,1.479576004171402,0.8977723786677207,sciplex3
C2CD4D,1,4,4,4,0,4,0,1.0,1.0,1.2821995508808837,1.2562458216305528,1.2821995508808837,1.387885776148976,0.8962190256388527,sciplex3
BAALC,1,4,4,4,0,4,0,1.0,1.0,1.2816636707698197,1.249356895147315,1.2816636707698197,1.48129239548242,0.8958444615152987,sciplex3
AP000438.1,1,4,4,4,0,4,0,1.0,1.0,1.2797773587793233,1.3102612846866304,1.2797773587793233,1.451919157230134,0.8945259860151223,sciplex3
CDC37L1-AS1,1,4,4,4,0,4,0,1.0,1.0,1.278782658759833,1.2749149526394894,1.278782658759833,1.3059972306992091,0.8938307205381862,sciplex3
GOLGA8UP,1,4,4,4,0,4,0,1.0,1.0,1.2765830452675602,1.269868706566517,1.2765830452675602,1.3401699238007236,0.8922932566859547,sciplex3
AL162171.2,1,4,4,4,0,4,0,1.0,1.0,1.2742806442494123,1.2632902741222698,1.2742806442494123,1.3878152239923767,0.8906839474363166,sciplex3
AC008569.1,1,4,4,4,0,4,0,1.0,1.0,1.273867650752218,1.2825619432950202,1.273867650752218,1.3641515644135138,0.890395277369792,sciplex3
AC005828.1,1,4,4,4,0,4,0,1.0,1.0,1.268645073802172,1.2842971730220638,1.268645073802172,1.3536574414724145,0.886744852736373,sciplex3
AC011447.6,1,4,4,4,0,4,0,1.0,1.0,1.2675738286519131,1.27500253217665,1.2675738286519131,1.331942612020656,0.8859960845090518,sciplex3
AL645608.8,1,4,4,4,0,4,0,1.0,1.0,1.266664290490413,1.2293389733299995,1.266664290490413,1.480073252246892,0.8853603446163643,sciplex3
OPA1-AS1,1,4,4,4,0,4,0,1.0,1.0,1.2619607638495967,1.2267742259699295,1.2619607638495967,1.4041334294696428,0.8820727205798382,sciplex3
HLA-DRB5,1,4,4,4,0,0,4,1.0,1.0,-1.2602679925636135,-1.2088867140131616,1.2602679925636135,1.4285017177248815,0.8808895242267347,sciplex3
LINC02520,1,4,4,4,0,4,0,1.0,1.0,1.2561982492145385,1.2709289639724952,1.2561982492145385,1.3385963518250856,0.8780448957003852,sciplex3
PCDHGA2,1,4,4,4,0,4,0,1.0,1.0,1.2525693979969477,1.2857053311063291,1.2525693979969477,1.3253518179173072,0.875508437549091,sciplex3
ZNF625-ZNF20,1,4,4,4,0,4,0,1.0,1.0,1.251882611269095,1.2513450198740617,1.251882611269095,1.3064620846562456,0.875028394226946,sciplex3
ZMYND12,1,4,4,4,0,4,0,1.0,1.0,1.242119202607319,1.231923826797404,1.242119202607319,1.3604827875471055,0.8682040644322899,sciplex3
CD160,1,4,4,4,0,4,0,1.0,1.0,1.2359420554168035,1.2214360817478132,1.2359420554168035,1.35655734108351,0.8638864238337511,sciplex3
AL391069.2,1,4,4,4,0,4,0,1.0,1.0,1.2323517998869695,1.222585404916082,1.2323517998869695,1.3118042973812518,0.8613769429104957,sciplex3
C1orf146,1,4,4,4,0,4,0,1.0,1.0,1.2138768748142947,1.2109003466581694,1.2138768748142947,1.2757029767251993,0.8484635244523406,sciplex3
PM20D1,1,4,4,4,0,4,0,1.0,1.0,1.212906942543135,1.2035463944203064,1.212906942543135,1.2650123333394645,0.8477855708885624,sciplex3
AC005837.2,1,4,4,4,0,0,4,1.0,1.0,-1.2061883758175287,-1.2061883758175287,1.2061883758175287,1.2485653880698069,0.8430894942752336,sciplex3
LINC01391,1,4,4,0,4,4,0,1.0,1.0,1.2020406032971918,1.1231072038554588,1.2020406032971918,1.6231228663773192,0.8401903256987089,norman
AL024508.2,1,4,4,4,0,0,4,1.0,1.0,-1.1962628655642604,-1.1798288926638882,1.1962628655642604,1.2455647842653768,0.8361518603304694,sciplex3
Y_RNA:12,1,4,4,4,0,4,0,1.0,1.0,1.1875692182495423,1.1755570974444027,1.1875692182495423,1.2316857832490264,0.8300752616292051,sciplex3
RP11-45A12.1,1,4,4,0,4,4,0,1.0,1.0,1.178979383248409,1.0873811629618904,1.178979383248409,1.6034481867255683,0.8240712246212173,norman
GPR84,1,4,4,0,4,4,0,1.0,1.0,1.1746943057563868,1.1419242546138915,1.1746943057563868,1.667530342756958,0.8210760839880383,norman
NOCT,1,4,4,0,4,0,4,1.0,1.0,-1.1554938204172893,-1.2262688745752381,1.1554938204172893,1.3452784452761766,0.8076555206673157,norman
PNPT1,1,4,4,4,0,0,4,1.0,1.0,-1.1380571314765455,-1.031740379015957,1.1380571314765455,1.7391707915140566,0.7954677981227982,replogle
ABCA3,1,4,4,0,4,0,4,1.0,1.0,-1.1333634008607896,-1.0913788690844834,1.1333634008607896,1.601196621866155,0.7921870212139511,norman
RP3-467D16.3,1,4,4,0,4,4,0,1.0,1.0,1.090013777243712,1.1458485496887865,1.090013777243712,1.3917253623969488,0.7618869346063576,norman
MRPS27,1,4,4,4,0,0,4,1.0,1.0,-1.0666319206187325,-0.6709772405617669,1.0666319206187325,2.310390715781905,0.7455437181798116,replogle
RASA4,1,4,4,0,4,4,0,1.0,1.0,1.0596209615553729,1.1314535851210523,1.0596209615553729,1.5357306465854945,0.7406432680928955,norman
COQ9,1,4,4,4,0,0,4,1.0,1.0,-1.0363551617168194,-0.895267656061077,1.0363551617168194,1.6398026134855912,0.7243811718788608,replogle
ARPC4,1,4,4,4,0,0,4,1.0,1.0,-1.0284793645824322,-0.828725213524431,1.0284793645824322,1.9571929288879155,0.7188762259216885,replogle
HSPA14_ENSG00000284024,1,4,4,4,0,0,4,1.0,1.0,-1.0259683215976485,-0.8335560726212157,1.0259683215976485,1.9575660719916241,0.7171210821957263,replogle
CTC-232P5.1,1,4,4,0,4,0,4,1.0,1.0,-1.0196038868672952,-1.1242027621584363,1.0196038868672952,1.4829823360740126,0.712672533224655,norman
TAF2,1,4,4,4,0,0,4,1.0,1.0,-0.9889241898850749,-0.8472543793304335,0.9889241898850749,1.6136172574505352,0.6912283452919648,replogle
FAM110D,1,4,4,0,4,0,4,1.0,1.0,-0.9747402584848003,-1.0120078777922552,0.9747402584848003,1.141685063954265,0.681314202699613,norman
TCP1,1,4,4,4,0,0,4,1.0,1.0,-0.9659559083651029,-0.6407196860161499,0.9659559083651029,2.0454268387166166,0.675174205458359,replogle
LONP1,1,4,4,4,0,0,4,1.0,1.0,-0.9409116371740175,-0.815461510906113,0.9409116371740175,1.5691262807817936,0.6576690111153336,replogle
ZFYVE28,1,4,4,0,4,4,0,1.0,1.0,0.9163861582986814,0.8208479587715571,0.9163861582986814,1.3366005370998435,0.640526437039497,norman
FAM41C,1,4,4,0,4,0,4,1.0,1.0,-0.909210740986219,-0.9252035245887169,0.909210740986219,1.1548799577281796,0.6355110355694924,norman
VPS41,1,4,4,4,0,0,4,1.0,1.0,-0.9026046405012342,-0.9372978101574405,0.9026046405012342,1.2607800897354382,0.6308935694848584,replogle
ZMYM2,1,4,4,4,0,0,4,1.0,1.0,-0.8925227155135498,-0.8827602739705522,0.8925227155135498,1.0938089591115574,0.6238466063325012,replogle
DIAPH1,1,4,4,4,0,0,4,1.0,1.0,-0.8916647171028426,-0.8261925497485847,0.8916647171028426,1.4296116254627171,0.6232468911796489,replogle
RAD17,1,4,4,4,0,0,4,1.0,1.0,-0.8839935786477252,-0.6986691172746997,0.8839935786477252,1.816539773723525,0.6178849955004133,replogle
VCL,1,4,4,4,0,4,0,1.0,1.0,0.8754847525784271,0.7786486158175943,0.8754847525784271,1.376391750895058,0.6119375813058615,replogle
RP11-54O7.1,1,4,4,0,4,4,0,1.0,1.0,0.8746277296789212,0.64396839523484,0.8746277296789212,1.5902963708115756,0.6113385480060779,norman
RP4-671O14.7,1,4,4,0,4,4,0,1.0,1.0,0.8743562678148,0.8495448390978981,0.8743562678148,0.9819034616399064,0.611148804305736,norman
AC022182.3,1,4,4,0,4,4,0,1.0,1.0,0.8661159585011574,0.8909927109948613,0.8661159585011574,1.1987861525722279,0.6053890752690492,norman
RAP1GDS1,1,4,4,4,0,0,4,1.0,1.0,-0.8590983262665147,-0.7932340233512176,0.8590983262665147,1.3794325247981511,0.6004839608355723,replogle
CPSF4,1,4,4,4,0,0,4,1.0,1.0,-0.8498729195779453,-0.6839284995166262,0.8498729195779453,1.6103908515372762,0.5940356782824614,replogle
RP5-984P4.6,1,4,4,0,4,0,4,1.0,1.0,-0.8480814994387078,-0.6246770634593866,0.8480814994387078,1.7433553397634085,0.5927835293399709,norman
GLE1,1,4,4,4,0,0,4,1.0,1.0,-0.8428449214781829,-0.665827659269187,0.8428449214781829,1.500054355103671,0.5891233184201969,replogle
FPGS,1,4,4,4,0,0,4,1.0,1.0,-0.8394753893472358,-0.7914945066341539,0.8394753893472358,1.1417893578511986,0.5867681165320185,replogle
TMEM131L,1,4,4,4,0,0,4,1.0,1.0,-0.8316317578528429,-0.8358097017578034,0.8316317578528429,1.143953145777668,0.5812856533923726,replogle
PHB2,1,4,4,4,0,0,4,1.0,1.0,-0.8270137278821332,-0.7891832054344485,0.8270137278821332,1.1095992434561417,0.5780577889637217,replogle
RP1-193H18.2,1,4,4,0,4,4,0,1.0,1.0,0.8223035695651051,0.7888743165468146,0.8223035695651051,1.0930723276466805,0.5747655295844453,norman
SCAP,1,4,4,4,0,0,4,1.0,1.0,-0.8217928669404715,-0.5429939120043112,0.8217928669404715,1.7896373083394022,0.5744085637686908,replogle
GTPBP6,1,4,4,4,0,0,4,1.0,1.0,-0.8192013336126612,-0.7702029814333646,0.8192013336126612,1.096437163877555,0.5725971597073143,replogle
PAAF1,1,4,4,4,0,0,4,1.0,1.0,-0.8140021447942208,-0.8675636535877616,0.8140021447942208,0.9698614685939808,0.5689630826763452,replogle
EVI5,1,4,4,4,0,0,4,1.0,1.0,-0.8126231544989221,-0.7843607259934855,0.8126231544989221,1.1545139319877116,0.5679992098236609,replogle
LIG1,1,4,4,4,0,0,4,1.0,1.0,-0.8105323338819888,-0.7805371382517756,0.8105323338819888,1.0291813402089196,0.5665377889279771,replogle
RPS12,1,4,4,4,0,0,4,1.0,1.0,-0.8049037422308629,-0.6231351028061178,0.8049037422308629,1.402765491130923,0.562603572197184,replogle
UNC45A,1,4,4,4,0,0,4,1.0,1.0,-0.8018460113291859,-0.6784418336438569,0.8018460113291859,1.3384232883209126,0.5604663100155804,replogle
SUMF2,1,4,4,4,0,0,4,1.0,1.0,-0.8017015626006285,-0.8780891348168447,0.8017015626006285,0.9948448027250487,0.5603653446871544,replogle
C3orf18,1,4,4,0,4,4,0,1.0,1.0,0.7865092587055198,0.8277196480619897,0.7865092587055198,0.9284034960124786,0.5497463799677161,norman
DIPK1B,1,4,4,4,0,0,4,1.0,1.0,-0.7798423532912654,-0.7900193194280292,0.7798423532912654,0.9083665394544114,0.5450864130614069,replogle
NETO2,1,4,4,4,0,0,4,1.0,1.0,-0.779021038264922,-0.7406794837115507,0.779021038264922,0.9551132517407033,0.5445123384938825,replogle
